md5hash,fitzpatrick_scale,fitzpatrick_centaur,label,nine_partition_label,three_partition_label,qc,url,url_alphanum,image_path
adce59ee0469e1cfdff25715f9180f5e,2,-1,lichen planus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3870,httpwwwatlasdermatologicocombrimgimageId3870.jpg,data/images/train/adce59ee0469e1cfdff25715f9180f5e.jpg
475dab98081c73752659c588e82cf2bb,2,-1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8450,httpwwwatlasdermatologicocombrimgimageId8450.jpg,data/images/train/475dab98081c73752659c588e82cf2bb.jpg
84e064c4594aa616fb9858f77a945d1a,5,5,folliculitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6193,httpwwwatlasdermatologicocombrimgimageId6193.jpg,data/images/train/84e064c4594aa616fb9858f77a945d1a.jpg
2276179edb1db54ea3178509882ea765,3,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6336,httpwwwatlasdermatologicocombrimgimageId6336.jpg,data/images/train/2276179edb1db54ea3178509882ea765.jpg
16f681a97ac0e375d2e53d2193affbac,4,3,erythema elevatum diutinum,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1922,httpwwwatlasdermatologicocombrimgimageId1922.jpg,data/images/train/16f681a97ac0e375d2e53d2193affbac.jpg
2d924a5a87ebe16ae171aa19ae304f5b,4,5,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=552,httpwwwatlasdermatologicocombrimgimageId552.jpg,data/images/train/2d924a5a87ebe16ae171aa19ae304f5b.jpg
b8612725adba1b4a98feecbc90fb62fb,4,4,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5689,httpwwwatlasdermatologicocombrimgimageId5689.jpg,data/images/train/b8612725adba1b4a98feecbc90fb62fb.jpg
e4b7c6f7a58a85b819bc105765ef15ee,4,4,photodermatoses,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5444,httpwwwatlasdermatologicocombrimgimageId5444.jpg,data/images/train/e4b7c6f7a58a85b819bc105765ef15ee.jpg
19e7cad902144cb742b342bb82b395eb,2,2,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=547,httpwwwatlasdermatologicocombrimgimageId547.jpg,data/images/train/19e7cad902144cb742b342bb82b395eb.jpg
c40432238e3ce04f39d1d23f13527c67,1,2,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=6820,httpwwwatlasdermatologicocombrimgimageId6820.jpg,data/images/train/c40432238e3ce04f39d1d23f13527c67.jpg
91c13b3c952550f97adc320b51b10557,6,2,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=745,httpwwwatlasdermatologicocombrimgimageId745.jpg,data/images/train/91c13b3c952550f97adc320b51b10557.jpg
89e55bbc7452d465218e6c6723c07ce0,2,3,tuberous sclerosis,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7598,httpwwwatlasdermatologicocombrimgimageId7598.jpg,data/images/train/89e55bbc7452d465218e6c6723c07ce0.jpg
f58c2f753d5d714a72eecf431a4aa443,4,4,keratosis pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3048,httpwwwatlasdermatologicocombrimgimageId3048.jpg,data/images/train/f58c2f753d5d714a72eecf431a4aa443.jpg
39f227f4c069feb4305e864f1a778d42,4,4,erythema elevatum diutinum,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1932,httpwwwatlasdermatologicocombrimgimageId1932.jpg,data/images/train/39f227f4c069feb4305e864f1a778d42.jpg
3c9c863a202e43750a898a0f6c2ec883,2,3,dariers disease,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1283,httpwwwatlasdermatologicocombrimgimageId1283.jpg,data/images/train/3c9c863a202e43750a898a0f6c2ec883.jpg
b2e045255151219977e2f7e10b343d4f,4,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5642,httpwwwatlasdermatologicocombrimgimageId5642.jpg,data/images/train/b2e045255151219977e2f7e10b343d4f.jpg
9fb6342353814983f8503096e1358901,5,4,erythema multiforme,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1950,httpwwwatlasdermatologicocombrimgimageId1950.jpg,data/images/train/9fb6342353814983f8503096e1358901.jpg
32f9baf164c8c1ced611cba6def3b2d8,3,4,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=584,httpwwwatlasdermatologicocombrimgimageId584.jpg,data/images/train/32f9baf164c8c1ced611cba6def3b2d8.jpg
4e0139c836cf84e31bd6cd098e826ec9,4,5,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6333,httpwwwatlasdermatologicocombrimgimageId6333.jpg,data/images/train/4e0139c836cf84e31bd6cd098e826ec9.jpg
3046821781b749f2b81116edfc4ac038,2,1,calcinosis cutis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=838,httpwwwatlasdermatologicocombrimgimageId838.jpg,data/images/train/3046821781b749f2b81116edfc4ac038.jpg
d7f6dc21754f6f3c6cc9d4ae7a1418a9,4,4,lichen planus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3765,httpwwwatlasdermatologicocombrimgimageId3765.jpg,data/images/train/d7f6dc21754f6f3c6cc9d4ae7a1418a9.jpg
eeb5cb88a15d3452185d5426243dd4b9,5,5,erythema elevatum diutinum,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1928,httpwwwatlasdermatologicocombrimgimageId1928.jpg,data/images/train/eeb5cb88a15d3452185d5426243dd4b9.jpg
dd34ef463a4f145e9c2ed01ed2f3fb50,5,5,neurofibromatosis,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4812,httpwwwatlasdermatologicocombrimgimageId4812.jpg,data/images/train/dd34ef463a4f145e9c2ed01ed2f3fb50.jpg
c715f3d6d0fdbcfa111d18774c6fde12,3,3,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=817,httpwwwatlasdermatologicocombrimgimageId817.jpg,data/images/train/c715f3d6d0fdbcfa111d18774c6fde12.jpg
595f2c50dd10ac4c181f7f89d1c87a58,5,4,vitiligo,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=7921,httpwwwatlasdermatologicocombrimgimageId7921.jpg,data/images/train/595f2c50dd10ac4c181f7f89d1c87a58.jpg
966ee4e919b56e4275755f9ec9cfc676,4,3,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=655,httpwwwatlasdermatologicocombrimgimageId655.jpg,data/images/train/966ee4e919b56e4275755f9ec9cfc676.jpg
f2bcda759200d7c7684a315d0b5504af,5,5,neurofibromatosis,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4815,httpwwwatlasdermatologicocombrimgimageId4815.jpg,data/images/train/f2bcda759200d7c7684a315d0b5504af.jpg
5423e2d3ad68054e7b51e27e146fddca,1,2,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=613,httpwwwatlasdermatologicocombrimgimageId613.jpg,data/images/train/5423e2d3ad68054e7b51e27e146fddca.jpg
b28616956d3918f15f04a57a1d0f20f5,-1,-1,pediculosis lids,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5167,httpwwwatlasdermatologicocombrimgimageId5167.jpg,data/images/train/b28616956d3918f15f04a57a1d0f20f5.jpg
da96c20f9353b87c80161d79974c8a8e,3,4,hailey hailey disease,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2431,httpwwwatlasdermatologicocombrimgimageId2431.jpg,data/images/train/da96c20f9353b87c80161d79974c8a8e.jpg
a60b2bc9956279d1d0c8d64fdaf6ff13,4,-1,cheilitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2222,httpwwwatlasdermatologicocombrimgimageId2222.jpg,data/images/train/a60b2bc9956279d1d0c8d64fdaf6ff13.jpg
ac6e3dc1e49d8d74f51345ba2876ec18,3,3,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=6812,httpwwwatlasdermatologicocombrimgimageId6812.jpg,data/images/train/ac6e3dc1e49d8d74f51345ba2876ec18.jpg
63c66f12f7358540ad83f37f109c2a83,2,1,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=668,httpwwwatlasdermatologicocombrimgimageId668.jpg,data/images/train/63c66f12f7358540ad83f37f109c2a83.jpg
5a55b6a5368fee12881efc2bfb3ddb29,3,3,prurigo nodularis,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=6125,httpwwwatlasdermatologicocombrimgimageId6125.jpg,data/images/train/5a55b6a5368fee12881efc2bfb3ddb29.jpg
2674e2f874182dcecf7a012ebd6ed21e,5,3,erythema multiforme,inflammatory,non-neoplastic,5 Potentially,http://atlasdermatologico.com.br/img?imageId=1939,httpwwwatlasdermatologicocombrimgimageId1939.jpg,data/images/train/2674e2f874182dcecf7a012ebd6ed21e.jpg
756b24ca24f44a02a098370acdc3ab16,5,5,prurigo nodularis,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=6103,httpwwwatlasdermatologicocombrimgimageId6103.jpg,data/images/train/756b24ca24f44a02a098370acdc3ab16.jpg
8da0ad261c76d6ed8587ad2275664650,5,5,lichen planus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3863,httpwwwatlasdermatologicocombrimgimageId3863.jpg,data/images/train/8da0ad261c76d6ed8587ad2275664650.jpg
0cca9158478f6a0f7714af43bec16e65,5,5,neurofibromatosis,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4765,httpwwwatlasdermatologicocombrimgimageId4765.jpg,data/images/train/0cca9158478f6a0f7714af43bec16e65.jpg
c69db1f4c478f38c936e2d4aff5a4cae,2,2,neutrophilic dermatoses,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6938,httpwwwatlasdermatologicocombrimgimageId6938.jpg,data/images/train/c69db1f4c478f38c936e2d4aff5a4cae.jpg
768817a0507dcc036f79321e6f8ad1da,2,3,pediculosis lids,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5211,httpwwwatlasdermatologicocombrimgimageId5211.jpg,data/images/train/768817a0507dcc036f79321e6f8ad1da.jpg
3e9e422aca2163c9c46222bd6517432f,4,3,mycosis fungoides,malignant cutaneous lymphoma,malignant,,http://atlasdermatologico.com.br/img?imageId=8398,httpwwwatlasdermatologicocombrimgimageId8398.jpg,data/images/train/3e9e422aca2163c9c46222bd6517432f.jpg
496b1cf6569af308995ffe2d2e92e747,-1,5,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4905,httpwwwatlasdermatologicocombrimgimageId4905.jpg,data/images/train/496b1cf6569af308995ffe2d2e92e747.jpg
d2e55a1959fdb0563226fbada4e405b3,5,5,erythema multiforme,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1953,httpwwwatlasdermatologicocombrimgimageId1953.jpg,data/images/train/d2e55a1959fdb0563226fbada4e405b3.jpg
bd6f027a076daffcef1dc930291fd713,4,4,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5777,httpwwwatlasdermatologicocombrimgimageId5777.jpg,data/images/train/bd6f027a076daffcef1dc930291fd713.jpg
d1093ccff67b20eaf49eed473f6cab45,1,1,tungiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8449,httpwwwatlasdermatologicocombrimgimageId8449.jpg,data/images/train/d1093ccff67b20eaf49eed473f6cab45.jpg
60f79f88cbb999246aea835979d1c1db,2,1,melanoma,malignant melanoma,malignant,,http://atlasdermatologico.com.br/img?imageId=4242,httpwwwatlasdermatologicocombrimgimageId4242.jpg,data/images/train/60f79f88cbb999246aea835979d1c1db.jpg
9d76c3aed17ac2c0a399a119b7991ce6,3,3,mucinosis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4539,httpwwwatlasdermatologicocombrimgimageId4539.jpg,data/images/train/9d76c3aed17ac2c0a399a119b7991ce6.jpg
5a3a80d8a94389527e63ac165c94d636,4,4,lichen planus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3759,httpwwwatlasdermatologicocombrimgimageId3759.jpg,data/images/train/5a3a80d8a94389527e63ac165c94d636.jpg
b066db04c0bc9f6758b93138593cf20c,4,4,granuloma annulare,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2268,httpwwwatlasdermatologicocombrimgimageId2268.jpg,data/images/train/b066db04c0bc9f6758b93138593cf20c.jpg
ec96e1e0a931ed3224afbf5f8fbdfcd2,6,6,neutrophilic dermatoses,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6402,httpwwwatlasdermatologicocombrimgimageId6402.jpg,data/images/train/ec96e1e0a931ed3224afbf5f8fbdfcd2.jpg
0fb597c16c9c0e3e5d552e16bac74ebf,3,3,scabies,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6579,httpwwwatlasdermatologicocombrimgimageId6579.jpg,data/images/train/0fb597c16c9c0e3e5d552e16bac74ebf.jpg
0fd8582b5392c490cb28661bcb567193,4,3,lichen planus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3729,httpwwwatlasdermatologicocombrimgimageId3729.jpg,data/images/train/0fd8582b5392c490cb28661bcb567193.jpg
a138d33b43cd6ebc926c72444f05c260,6,5,pityriasis rosea,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5633,httpwwwatlasdermatologicocombrimgimageId5633.jpg,data/images/train/a138d33b43cd6ebc926c72444f05c260.jpg
0c3e253bc97c4b2402a61bcf693f3848,5,5,keloid,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2970,httpwwwatlasdermatologicocombrimgimageId2970.jpg,data/images/train/0c3e253bc97c4b2402a61bcf693f3848.jpg
d1a9b68476fbe10421176ffa61d82287,4,5,neurofibromatosis,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4788,httpwwwatlasdermatologicocombrimgimageId4788.jpg,data/images/train/d1a9b68476fbe10421176ffa61d82287.jpg
cae259ae5d3d8d7a5013fa60a42ccc1c,4,-1,fordyce spots,benign dermal,benign,,http://atlasdermatologico.com.br/img?imageId=2162,httpwwwatlasdermatologicocombrimgimageId2162.jpg,data/images/train/cae259ae5d3d8d7a5013fa60a42ccc1c.jpg
76a410bec7b2e3644a4b141d8bb0d2c2,4,4,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=3025,httpwwwatlasdermatologicocombrimgimageId3025.jpg,data/images/train/76a410bec7b2e3644a4b141d8bb0d2c2.jpg
c405a3df274d480ffabdf4d3056d45cc,-1,3,lichen planus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3944,httpwwwatlasdermatologicocombrimgimageId3944.jpg,data/images/train/c405a3df274d480ffabdf4d3056d45cc.jpg
b18eec6de4205b9ed78822da3c39e6b3,4,3,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4110,httpwwwatlasdermatologicocombrimgimageId4110.jpg,data/images/train/b18eec6de4205b9ed78822da3c39e6b3.jpg
4ab6234ead6b243165c53ad33b708d12,3,2,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=561,httpwwwatlasdermatologicocombrimgimageId561.jpg,data/images/train/4ab6234ead6b243165c53ad33b708d12.jpg
80ca45ef13298f2c766fa70c7451a7fe,4,3,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3150,httpwwwatlasdermatologicocombrimgimageId3150.jpg,data/images/train/80ca45ef13298f2c766fa70c7451a7fe.jpg
43ef247e736ef3bd962bc3004114f8a8,5,5,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6322,httpwwwatlasdermatologicocombrimgimageId6322.jpg,data/images/train/43ef247e736ef3bd962bc3004114f8a8.jpg
26a6a7a544d39a116e49d848040ec79d,5,4,mucinosis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8259,httpwwwatlasdermatologicocombrimgimageId8259.jpg,data/images/train/26a6a7a544d39a116e49d848040ec79d.jpg
d14d5a7d516cc6e2142e2da1d7bd4af1,2,2,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=629,httpwwwatlasdermatologicocombrimgimageId629.jpg,data/images/train/d14d5a7d516cc6e2142e2da1d7bd4af1.jpg
28106a52d5f759fe609f64b2fc68ec49,-1,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5814,httpwwwatlasdermatologicocombrimgimageId5814.jpg,data/images/train/28106a52d5f759fe609f64b2fc68ec49.jpg
3f53108d68876df3c1ab5b6a4825e8a9,3,3,photodermatoses,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5441,httpwwwatlasdermatologicocombrimgimageId5441.jpg,data/images/train/3f53108d68876df3c1ab5b6a4825e8a9.jpg
c3aa1c21ff0bb61356d49b1006381e90,3,3,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5963,httpwwwatlasdermatologicocombrimgimageId5963.jpg,data/images/train/c3aa1c21ff0bb61356d49b1006381e90.jpg
36957e56d706090b596f6ac80924bdf2,3,4,neurotic excoriations,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4845,httpwwwatlasdermatologicocombrimgimageId4845.jpg,data/images/train/36957e56d706090b596f6ac80924bdf2.jpg
728f4e10dbcbb4fb8cded661c3ec72e4,3,4,folliculitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1668,httpwwwatlasdermatologicocombrimgimageId1668.jpg,data/images/train/728f4e10dbcbb4fb8cded661c3ec72e4.jpg
4d803d088631bbf84ac92d0afe3fae7f,3,3,lichen planus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3814,httpwwwatlasdermatologicocombrimgimageId3814.jpg,data/images/train/4d803d088631bbf84ac92d0afe3fae7f.jpg
f8735e2e706d38e9ca3720c98708644e,4,4,lichen planus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3733,httpwwwatlasdermatologicocombrimgimageId3733.jpg,data/images/train/f8735e2e706d38e9ca3720c98708644e.jpg
52868595e8528ee060c008833304c0f2,4,5,pityriasis rosea,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5550,httpwwwatlasdermatologicocombrimgimageId5550.jpg,data/images/train/52868595e8528ee060c008833304c0f2.jpg
c1fcf5b167a0bdcb3c1eba9ecab76ae7,3,4,kaposi sarcoma,malignant dermal,malignant,,http://atlasdermatologico.com.br/img?imageId=2942,httpwwwatlasdermatologicocombrimgimageId2942.jpg,data/images/train/c1fcf5b167a0bdcb3c1eba9ecab76ae7.jpg
283349ef3d0fb66347cc77001010d4c2,3,3,juvenile xanthogranuloma,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8069,httpwwwatlasdermatologicocombrimgimageId8069.jpg,data/images/train/283349ef3d0fb66347cc77001010d4c2.jpg
fe364375d4e205f8c09efba66dc42541,4,2,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6290,httpwwwatlasdermatologicocombrimgimageId6290.jpg,data/images/train/fe364375d4e205f8c09efba66dc42541.jpg
fcc3d79d15d091165a4a9d56ca80e0b5,3,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6255,httpwwwatlasdermatologicocombrimgimageId6255.jpg,data/images/train/fcc3d79d15d091165a4a9d56ca80e0b5.jpg
3fe688434b98e1f3cdfb1deb1adc1dbc,2,2,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=674,httpwwwatlasdermatologicocombrimgimageId674.jpg,data/images/train/3fe688434b98e1f3cdfb1deb1adc1dbc.jpg
023cf877e8907b4d265f104de1746f9d,3,2,ehlers danlos syndrome,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1629,httpwwwatlasdermatologicocombrimgimageId1629.jpg,data/images/train/023cf877e8907b4d265f104de1746f9d.jpg
e31d0ea6bc8f82a2074107560d5c7aea,2,3,erythema multiforme,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1974,httpwwwatlasdermatologicocombrimgimageId1974.jpg,data/images/train/e31d0ea6bc8f82a2074107560d5c7aea.jpg
2d9ebe9cb6f414ec647c136fa3cab203,5,5,granuloma pyogenic,benign dermal,benign,,http://atlasdermatologico.com.br/img?imageId=2332,httpwwwatlasdermatologicocombrimgimageId2332.jpg,data/images/train/2d9ebe9cb6f414ec647c136fa3cab203.jpg
13aa2de8804ae601cd45c1c4cac9bc6f,4,3,melanoma,malignant melanoma,malignant,,http://atlasdermatologico.com.br/img?imageId=4266,httpwwwatlasdermatologicocombrimgimageId4266.jpg,data/images/train/13aa2de8804ae601cd45c1c4cac9bc6f.jpg
754da9973fa09c455d59c66b6bfa8ad6,3,3,pityriasis rosea,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5613,httpwwwatlasdermatologicocombrimgimageId5613.jpg,data/images/train/754da9973fa09c455d59c66b6bfa8ad6.jpg
fbd64d85fa7bfed3ba061ca05ff90f69,1,1,melanoma,malignant melanoma,malignant,,http://atlasdermatologico.com.br/img?imageId=4241,httpwwwatlasdermatologicocombrimgimageId4241.jpg,data/images/train/fbd64d85fa7bfed3ba061ca05ff90f69.jpg
57089a451fd32fb12667212648767173,6,6,dariers disease,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1276,httpwwwatlasdermatologicocombrimgimageId1276.jpg,data/images/train/57089a451fd32fb12667212648767173.jpg
6040cdfd051a5e48f578a00142817ba2,2,4,porokeratosis of mibelli,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=6011,httpwwwatlasdermatologicocombrimgimageId6011.jpg,data/images/train/6040cdfd051a5e48f578a00142817ba2.jpg
c501b9ec2440eaabab9f1e8631af31fd,3,2,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=6791,httpwwwatlasdermatologicocombrimgimageId6791.jpg,data/images/train/c501b9ec2440eaabab9f1e8631af31fd.jpg
eff77fd7233b35c28834d34e258964c1,1,1,hailey hailey disease,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2375,httpwwwatlasdermatologicocombrimgimageId2375.jpg,data/images/train/eff77fd7233b35c28834d34e258964c1.jpg
c48e461ff9bd7f6ec6fe32049a196ace,2,2,neutrophilic dermatoses,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6942,httpwwwatlasdermatologicocombrimgimageId6942.jpg,data/images/train/c48e461ff9bd7f6ec6fe32049a196ace.jpg
9a9e24f5eeabe3cad0ddd6600bae7c0d,1,1,neutrophilic dermatoses,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6937,httpwwwatlasdermatologicocombrimgimageId6937.jpg,data/images/train/9a9e24f5eeabe3cad0ddd6600bae7c0d.jpg
a7ab9862e98c72251f222c169d8cd704,5,5,lichen amyloidosis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3685,httpwwwatlasdermatologicocombrimgimageId3685.jpg,data/images/train/a7ab9862e98c72251f222c169d8cd704.jpg
34f1eb17cee1188059f65bf7e1e5bc45,4,3,papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5052,httpwwwatlasdermatologicocombrimgimageId5052.jpg,data/images/train/34f1eb17cee1188059f65bf7e1e5bc45.jpg
854a56f48cd7fba0d367ecb271ae57b6,4,4,neurotic excoriations,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4860,httpwwwatlasdermatologicocombrimgimageId4860.jpg,data/images/train/854a56f48cd7fba0d367ecb271ae57b6.jpg
034b5b3cdea7d545fed2c62e5177d33d,3,3,allergic contact dermatitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1170,httpwwwatlasdermatologicocombrimgimageId1170.jpg,data/images/train/034b5b3cdea7d545fed2c62e5177d33d.jpg
f3c89dc53032f4abdadce712829206fd,6,6,lichen planus,inflammatory,non-neoplastic,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=3848,httpwwwatlasdermatologicocombrimgimageId3848.jpg,data/images/train/f3c89dc53032f4abdadce712829206fd.jpg
9902aff379c7e84d797c4ea49c697137,4,5,porokeratosis actinic,benign epidermal,benign,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=5902,httpwwwatlasdermatologicocombrimgimageId5902.jpg,data/images/train/9902aff379c7e84d797c4ea49c697137.jpg
b6b8225176f10afee9d4c34a88d16db0,1,3,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6238,httpwwwatlasdermatologicocombrimgimageId6238.jpg,data/images/train/b6b8225176f10afee9d4c34a88d16db0.jpg
5f7dbb59f5c65abfe5ab9258158efa39,4,4,allergic contact dermatitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1148,httpwwwatlasdermatologicocombrimgimageId1148.jpg,data/images/train/5f7dbb59f5c65abfe5ab9258158efa39.jpg
5a1193b57e0acaf6ed8eba9184b91207,6,6,neutrophilic dermatoses,inflammatory,non-neoplastic,5 Potentially,http://atlasdermatologico.com.br/img?imageId=6400,httpwwwatlasdermatologicocombrimgimageId6400.jpg,data/images/train/5a1193b57e0acaf6ed8eba9184b91207.jpg
c50f9d5d37bf751478905ad2e40efacb,4,3,myiasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4637,httpwwwatlasdermatologicocombrimgimageId4637.jpg,data/images/train/c50f9d5d37bf751478905ad2e40efacb.jpg
3eac623ea306c5c93bca78712a80d88b,3,3,porokeratosis actinic,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=5923,httpwwwatlasdermatologicocombrimgimageId5923.jpg,data/images/train/3eac623ea306c5c93bca78712a80d88b.jpg
25ba9ce7ad7460e30d6922fe69c2aee1,6,6,factitial dermatitis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2049,httpwwwatlasdermatologicocombrimgimageId2049.jpg,data/images/train/25ba9ce7ad7460e30d6922fe69c2aee1.jpg
8940d70a7b6c77bd850ce5da2ddd5a54,5,4,dariers disease,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1287,httpwwwatlasdermatologicocombrimgimageId1287.jpg,data/images/train/8940d70a7b6c77bd850ce5da2ddd5a54.jpg
5e53e934766adcc989d0f3e232d485dc,5,3,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4129,httpwwwatlasdermatologicocombrimgimageId4129.jpg,data/images/train/5e53e934766adcc989d0f3e232d485dc.jpg
e65f2a8dfa4449284f6deb1582e0d5ae,5,5,dariers disease,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1277,httpwwwatlasdermatologicocombrimgimageId1277.jpg,data/images/train/e65f2a8dfa4449284f6deb1582e0d5ae.jpg
